user,community
1304301928717848576,36
1559572797336473600,396
aldinildo87,396
1914253300595367936,27
2693402689,1
dermagagarely,1
1562826134,48
313115970,397
userdpx4_,397
jondhez,397
1730236387171983360,398
condiian,398
1426620187990626304,40
teknisivdeotron,12
1195974191582863360,25
1383681600404156416,77
aparatmati,77
badang77_,12
1846669074027151360,14
artboyxo,14
lululalalaby,12
1318771332574711808,399
gmnccasa,399
1065454297255571456,400
onetwopack,400
1759386279161266176,401
ayundhaqh,401
dwirahmadi238,12
1372807393,1
1303799175507660800,402
petalloydd,402
1862320355702185984,28
ctanawin_,28
zxxzxzxxzzxz,28
1863798536502140928,50
1477635969381646336,1
1067127607043342336,50
1351188886253412352,29
skenigt73091,1
876144617518882816,403
minyhuuk,403
1131025539961982976,40
1819631293967355904,1
2252991974,25
113596781,404
hiyano,404
1134127828880904192,405
aarkrana,405
1173525238367145984,66
spripim,66
listyosigitprabowo,66
humaspolrestabesbandung,66
polrestabesbandung,66
405356349,36
820498265867042816,46
mar33cj,46
1793959689035689984,14
testnetego,14
ultramilkmoca,119
2338606562,18
lutfisetiawan34,18
gro,1
1330877972,19
872124661,25
293541833,25
1990234538744975360,406
jjuicean,406
1240878877,17
1325645970890137600,7
1605040436867117056,34
1399402181254545408,3
1639556311162531840,9
231355136,18
47272002,407
holynynny,407
3238948560,40
putrianati25411,42
1569478246772928512,16
1690677138662584320,25
1309338319227035648,133
1720626930527895552,27
1284655054356574208,105
1578270364030840832,119
dosugino,119
vwxyzewa,119
aromapetrikorr,119
nsa_agent17,119
belosuki,27
1604812731411943424,1
ediddddd,19
1440314501023236096,1
malangraya_info,1
1122114731509026816,2
cuddleaftrsad,2
1018851754585161728,50
1015506078610554880,408
yandrisusanto,408
kemendespdtt,408
1528246249782030336,34
941554765162352640,34
72317745,25
87807415,12
hariantimeline,12
2273847109,17
sukirman2019,36
70126007,409
kahlissee,409
0mindaru,12
xendless_s,12
224431376,410
faridhcrb,410
753432150326718464,6
1256766880733429760,25
1411907227,50
1907585721499791360,411
novarejooyeon,411
823139960567926784,36
152827549,412
trystanto2,412
1780250820036222976,16
murniatauasli,16
151804263,1
1475114190364835840,25
ekokuntadhi1,25
1669971760329142272,105
1902887450340626432,46
1511342074611834880,14
dprincecoder,14
nezha0p,14
1702329466612219904,28
democrazymedia,28
1974458377905512448,413
cortisjaksel,413
1404230330911920128,105
bgstryp,105
1280767193240592384,161
sjuliarso1,161
1844060960446873600,48
chr_humanrights,48
unhumanrights,48
unhumanity1111,48
1749780587379138560,1
1654464220875071488,25
prilempril,25
areacakung,25
1797955130387763200,1
ferrykoto,1
1075989101310967808,105
gacantiktapioke,105
1555791511392235520,1
basuki_btp,1
1531957384213843968,11
1414311235,414
x_havid,414
521983508,415
warkoppitulikur,415
1620187260619735040,1
rendi_on,1
nguyenengh,7
1439956364197916672,27
chocho0291,27
60510279,77
tan_mar3m,77
1288894226,50
752176365806448640,416
womenlovinwomn,416
1682772108898885632,417
onedassstna,417
53015727,40
masaiyagitusih,40
1852306445397811200,418
faktahitam,418
1593694503558602752,40
1010747130,419
papua_awi,419
mediapapua2,419
1358050106990186496,6
jsdeyz_2,6
118266819,3
wan_jail,3
1617102230221651968,420
nyabubarengkara,420
1000535613110599680,421
kimmyexp,421
1241260279020711936,24
1879119407269699584,1
1794270778873282560,1
stakof,1
2401076086,1
1302950063216291840,12
1255759532023664640,422
bacoleng,422
50509502,253
khanifirsyad,253
725973012,13
2501519946,162
1213835312499056640,230
1627300608,423
virdikaa,423
mandala03309173,25
ziimey4,25
alocasiaa,25
sutisnamuh59331,25
1393883544980647936,18
kal_syah,18
1369552902,17
law_erfan,17
mardini444222,17
tahu__walik,17
492356099,11
909819250113617920,24
1371479254764986368,424
meniiriii,424
892449078,279
1668183239897530368,24
1568914885630922752,36
1753566909751300096,1
1359604129031737344,14
pchiboy22,14
alegeofficial,14
adidasforum,27
2518915579,11
1725551976950411264,173
500636186,29
asinggah65041,29
1943993421548621824,425
puerkallias,425
gomsseulgi,425
rollldepan,425
betamasud,425
senjatanuklir,425
1294467264222093312,280
captainikaf,280
nvnprksa,280
tch02810407,280
1649211953578127360,1
1073590382,58
76834753,95
1873302486074953728,9
3220207885,28
1344645102237466624,1
bangherwin,12
2889370938,46
88912752,23
1827380532851904512,36
x,36
58825602,65
1804921514443042816,18
1226328135412568064,36
1575384268913647616,14
maxic_sol,14
everlyn_ai,14
1504020071949090816,50
2202246176,2
77146527,426
niagnina,426
3144852637,105
1418938289361403904,221
1315782809382862848,427
bernalmarcxstra,427
barcaainside,427
957997845595893760,28
pdi_perjuangan,28
1417090160328470528,36
1604245463884267520,428
awanarchive,428
1653217915494338560,429
north_arcturus,429
tastybutts_,429
kingkaiserx,429
1086555366807068672,9
1688663918099812352,1
news45583,12
1853335884156059648,430
biskuitregaru,430
1580173053778006016,40
bercuddle,19
2388980119,50
1976991588,431
borahaeso0,431
1862063563273318400,40
81317328,1
1349917510879965184,17
147765878,1
1433664896365830144,432
rehanadi30,432
1603612924362125312,433
amarawwr,433
1128315888480899072,434
zonevenomwar,434
1137757799574720512,4
1647649452822519808,24
1477979828699553792,435
dwuitan,435
68342682,4
aublanchee,4
1010967580419358720,25
haypir12,12
humaniesproject,12
1049383950,1
giiangmahesa,1
1748501226646585344,1
335212065,36
1752586359209144320,36
igit_0403,36
14145446,27
donatkemntang,27
nobinobitakun_,27
stylanienoor,27
1368141187643703296,77
91225455,1
1765710794636120064,17
papanyaarin,17
1356416805036642304,3
cakrawartacom,36
1121477028119662592,27
1885928391486111744,17
sedit2321840,17
tweetmiliter,17
1554540738,25
734363702267420672,132
news_jubi,132
inewsdotid,132
media_papua,132
1283380733206126592,3
maharani__16,40
criesofbtterfly,40
1679061334284185600,436
bibiography_,436
itsrayputation,436
1660654948244234240,9
boyheboy,9
sahal_as,9
2283223266,437
gembrit,437
598178963,50
zakiberkata,50
1858470292580192256,438
deamdpool,438
kucinganggora_8,27
634159957,1
1389694660029804544,25
69521685,11
1297043782874013696,33
1476891059514855424,439
soketxt,439
1364364893927792640,17
mokhamadtoha3,17
asyikin_aja02,2
thehydarn,2
jogjaupdate,146
1706910271036694528,13
1728441928398815232,440
puzzwles,440
888618818,16
1375063568517791744,27
detikhealth,27
bojonemomotwice,12
idntimes,62
813401257956110336,1
aninzuliii,1
ursweetbbyyyy,1
2934688181,23
daniellefib,23
kang_bata9or,23
43897705,441
khns_,441
yetaxo,441
1563082822008840192,34
1841208105826467840,77
notaslimboy,77
52930646,25
15304719,442
matarael,442
1797413325774409728,14
rustybg18,14
1544242115508457472,1
2301246163,1
884709186705039360,50
80471667,34
614947335,46
hammsqi,46
lovelythingggg,46
1370785988344045568,1
1498838967181275136,9
cuitcuap_,9
97596431,36
belumad03249227,12
1773865366541983744,55
1603629764316889088,25
1828374479782690816,14
deelurdd,14
1121957455049551872,2
arif_ristianto,17
aksa_lingga,25
pppkguru,25
1674044972276776960,443
alienketche,443
1877428783063642112,50
lwouyie,50
1562235665710206976,65
4t_one,14
bitcoinlfgo,14
171438280,34
1103342720372756480,2
alvinlenoire,2
lulac_notlilac,2
1603803449514426368,11
1745061560979230720,217
fuckchmst,217
1849436607654526976,23
1126098408719114240,27
1809252439234953216,444
awsomii,444
1292360032202272768,48
herupeyou,48
1212888219093590016,137
1677201070408503296,50
1451446351703674880,105
1366019986737688576,65
1312158865476087808,46
sanjung873936,46
1505668723654672384,34
1289276374235009024,23
200751689,95
137253948,1
1659186349633847296,445
kompasiana,445
2696877306,23
191215318,14
miebithefirst,14
1824824632526135296,40
3560403432,1
1143670844096278528,11
797421402185867264,33
1868691280139841536,4
nadiamhaps,4
1725756748777299968,1
2262285090,6
maximerah,6
v3g3l,6
920682064801882112,446
alumio_,446
1431535354327146496,447
mad_idn,447
840623060,1
986766513817317376,448
krompyangg,448
1480392503891161088,12
cchobi79,12
r3call_me,12
1235811577661542400,13
benkswinarso,13
879983340,7
65823201,16
3870150980,3
1880935666013642752,18
om_hme,23
alwaysbeenchoze,23
1452632243994652672,449
kuyounghyun,449
heeseungsempro,449
131489353,450
umukino_,450
arieftasrifin,450
kijinn3429,450
bkkbnkaltim,1
1836249740952104960,356
malikaelinata,356
22473719,17
446968758,451
momomeowclub,451
1516711503881072640,25
3156378620,119
rgoestama,119
2350153820,132
viralpapua,132
1724502816192884736,1
548863187,95
1502509228896194560,2
191951600,36
jhonsitorus_18,36
1505538781893390336,50
bellavlinder,50
dhiasfra,50
1794944192986353664,452
mustprofit30,452
mulkyical,452
1669208129077411840,23
1446267349,36
1891810103785029632,46
1395623279809863680,453
ariebaruga,453
1169046348181602304,25
1746145408387358720,3
hasbil_lbs,3
564582377,19
amertaism,19
1708792910265913344,50
903843376721563648,101
1666784772880994304,12
70688141,25
246669887,454
smar_infj,454
159019713,48
1741047721233129472,1
menakertrans,1
766307810,7
393304672,455
handokotjung,455
370536716,19
307695583,12
containsclouds,12
bangjerrrr,12
paltiwest,7
1542074305558720512,13
rohtaanjulian,13
lagihitsid,13
1741042181849403392,456
dayctrl,456
1805234582926864384,457
princecharlesdk,457
1820784572910735360,77
inorii_yuzuriha,16
mbahndi,77
dokter_kampung,77
ltdakbar,77
2915340151,202
dingsanak__,202
tarsiusfan,202
marsyaheedas,202
480199677,40
vouzdemeong,40
1824690038992461824,162
1389846888375996416,1
756684001503391744,458
azeclair,458
jescho_,48
431642648,105
112426417,11
1816842820139057152,48
1199016506224300032,459
diposatriar,459
776936129471721472,14
arciumhq,14
union_build,14
boundless_xyz,14
1853489806942302208,460
splashfizzle,460
virsi6,25
40231340,23
1753036087038226432,461
wangziqis,461
970276691334475776,462
felonkokonoi,462
1534191993315741696,1
341anaku,1
1455643841382346752,25
siakwaw,25
2669430458,28
rajajuliantoni,28
1086106401443725312,4
1010991444679647232,91
1241868618,219
albert_morafia,119
1306181800578801664,463
jeongmuyaho,463
297465074,25
1689352858481594368,14
pohliteant,14
rubyteagann,14
1592080406832029696,129
1095292286546587648,23
xxxxaldi88,23
beritasatu,23
475943596,29
1681593284773433344,464
prawobo,464
1771063527924748288,465
ekbisntb,465
1477347673577381888,466
smthlikeux,466
1845488486851420160,36
dewi_darmawati,36
1877725156791169024,382
fakeviperr,382
imeeeemm,382
kkyonsol,382
526057610,17
cloudxbread,17
1625117836078366720,180
1881549113151635456,23
1580826610672234496,1
839459689100267520,95
1481525355500478464,14
lexybabs,14
45784475,1
1161644216209985536,95
mcflutfy,95
chiildfree,95
biyaheree,95
1605141843544801280,25
26salwaa,25
1511952083439996928,40
1351056505093689344,11
51339152,34
proletarsusah,34
1476899351012143104,77
387447742,25
821608397040746496,9
ditjen_pkh,9
1410466956134608896,36
1513114678498820096,467
sgwkshin,467
1863808031215296512,23
325599485,468
anceb436423,468
1608504056405962752,34
167691852,28
rikesants,28
1976720533573226496,469
shini9ame,469
1209732654129500160,50
1145868247322918912,50
sweetdeepoil,50
rhapsolumnia,50
930883762182696960,1
385770962,25
bitxt,25
yorrmine,25
2323042771,16
26963795,3
arifin34533,3
1256401283054923776,112
spumino_,112
sunardi_mlg,112
2946893196,1
801966701268959232,3
infoxwor_,3
1547117399341576192,2
1053573700660817920,7
798998802459987968,91
1725492734801428480,470
blueeli0n,470
1540287187551670272,471
kkiwatari,471
973519697340637184,472
scarfoace,472
420688223,62
ankiiim_,62
1518987995457912832,36
1874592062131339264,105
kemenkeu,105
1908456845846732800,25
kbasatria,25
102829064,24
3139555602,36
1780819466915651584,16
1099667649422778368,1
iqbras,1
1672423360356290560,16
157860915,1
2212382911,12
1333836032651927552,473
f1speed_indo,473
496750730,46
cinereunun41935,9
1646080747575607296,474
hotplatejagung,474
263535077,25
kleponwajik,25
1486938632,1
151478777,19
1848544672643485696,475
ponakannyaom,475
1206825192799920128,476
maman1965,476
1793883597444931584,477
yuu13gure,477
735264211459153920,105
564363502,105
1726981774407028736,11
karniilyas,11
1716646812386549760,19
sosmedkeras,19
593667495,478
catom_inside,478
aryanovrianus,478
1902762603413377024,29
1088389146563866624,227
1530916426936369152,46
2758947843,25
hwaniemoo_,25
daoistrandeng,25
jilujilo,25
umsantos02,25
2902835996,479
ppnaravih,479
1014857392410931200,480
bbyywonu,480
1615758704238034944,481
himaaaatul,481
201583001,16
961864237004959744,13
bangbuddie,13
arieicad,27
1837274662117744640,50
960455865567358976,482
westhernsea,482
1694933987570135040,40
1632417306595737600,28
karatepay,28
80523385,1
1778076545531416576,483
mikhacek,483
poppo2908,36
1731712588021747712,484
bramzzrafli,484
gamilaarief,484
1214179141425041408,485
choiaengdoo,485
1185192599721664512,13
103551225,23
1663461185587658752,23
1971794691223179264,27
1398590319243915264,486
tiramisyura,486
1611552756321652736,46
1605766653152661504,1
1743058763257675776,2
spnriaupolda,1
456016525,119
ikhwanuddin,119
1515603950388805632,12
loey_yoong,12
ainunnajib,12
1965808807965319168,13
1293740341,25
1004076104204759040,487
wakamnel,487
1761800159879680000,12
2468828202,488
aswicahyono,488
1692153724238778368,2
lambennne,2
1702215511147503616,40
1370891039200874496,3
1947094620682473472,3
40486186,1
zul_hasan,1
2817284527,1
1711917804277129216,489
rezareva_reza,489
1118571044955017216,490
nattvgn_,490
609298619,491
sheyylie,491
1936084272496128000,492
dkyuusei,492
1334397026545459200,50
1467151856560271360,493
kevhunt_13,493
rezaunscripted,493
1293414143886651392,1
420779552,494
pai_c1,494
1241252494983888896,180
1866860287615438848,495
pshycologie,495
2796373482,16
1246689592381558784,496
dicky_novera,496
45307252,497
ilobeujk,497
masova,497
35490541,19
124822005,40
batagorrebus,40
1794381307868487680,498
sangamiting,498
idx_channel,1
1251380726282326016,499
dikanchut,499
1209338033184464896,3
1467902223401115648,83
darto1727,36
83877803,1
ryan_ramirez,1
1945366720954425344,1
78800392,25
ruzaynnnn,25
itszaelany,25
163127323,27
1559598987459858432,3
1735841952543932416,1
1614612553094823936,500
latibiue,500
53004992,488
1464609896402403328,501
m0yay,501
1575325447709421568,11
830901227881771008,9
1060390516083150848,502
benings_tj2,502
_epinephrinee_,36
1706608903,25
157951515,11
yudkus02,11
homo_sapiens21,11
1203480333120704512,11
1812109987398979584,2
jollabyrinth,2
116619621,488
1862154238182486016,503
hidupbodoamat,503
1324700063654801408,504
updatebolabola,504
1211592037629194240,36
jerknmean,36
nkri27354,36
pangeran644475,36
1607540257205137408,17
560276041,505
aira_labiba1721,505
2926855970,23
2911375412,287
1052058308,506
damarandiii,506
sseemsms,506
ongenlus,506
1216043806618861568,1
538110887,77
_anakemaak,77
jackmoon_mikeak,77
122568843,17
1292008325073129472,62
almarhum13,62
82270508,507
jorgianaaa,507
403289656,23
1026647413103050752,4
1222212430584930304,1
750508237,13
160440270,25
1671069846468177920,48
eddesign_,48
1567491254346448896,508
sugarofcoffee,508
1387061851855355904,95
72803296,7
txtdarimaskael5,7
1226823047983718400,509
ningigng,509
73122849,34
1136235904937254912,510
accforyapping,510
969115945305124864,511
putrianggrein,511
bil_nam72,25
233978139,1
920538188434743296,9
1437875240,512
aldhitamar,512
1163042789275262976,46
jembudsss,46
846327982356508672,25
1583040874987986944,513
baksowoonhak,513
153340589,11
69199777,34
3064514150,1
1697572199232933888,514
ardiaifan,514
pssleman,514
1854910865490989056,33
lavernaaaaa,33
2783717701,1
1088259974,23
1717776733733367808,29
1652695949251346432,27
251201103,46
1329955252913668096,9
makeitaquote,9
makeitaquotejp,9
mandiricare,9
halobca,9
bankbca,9
ejaferdiansyah,9
axdwin,9
1523109734676836352,50
1492147405956870144,515
stuffsite,515
1052575333730250752,516
hnsmichaell,516
1424573456029347840,48
1851566665374543872,17
1204971454820806656,1
elok775,1
1825382097038856192,23
1427872141286854656,12
quvvatt,12
1128555915370647552,517
rubypilmww,517
1313630613446909952,17
1665355767007051776,36
1560111895046107136,3
383035344,1
hayat_al_fatih,12
kucingggalon,12
zarryhndrik,12
jatosint,12
3242018473,27
bangsanara,1
1325859694577999872,40
458951441,50
1777878209180131328,95
1191387008012189696,7
928786547486343168,518
jukihoki,518
1475405407615135744,519
rwawatchlist_,519
1813049416376516608,27
1866015806779445248,25
1067439748468240384,13
dearxciii,19
deepinbeomie,19
949426315228270592,14
horluwargb,14
1195667945025703936,520
sangatimut_,520
144859714,521
gedankenpylori,521
farisrachman_1,521
1615002403342012416,522
qodrifauzi5ca,522
1702533778076545024,40
hexagrap_id,40
1840454452278611968,36
1410947741241405440,523
savicali,523
1281787294605664256,524
alfajrianab,524
590885864,525
aligwned,525
990782137648332800,1
2866831658,1
fahrihamzah,1
1578312568065921024,526
_tanteriva,526
1565712223,1
1556970005144936448,527
c_eros_j,527
rawatonmas,12
phrone_515,12
nabraqz,95
d0n_yayak,12
1962842265929564160,515
yajujgorengan,40
aldapstsr,40
998594790756270080,24
2952145932,17
vicko_twitt,17
1522009152872058880,17
1567070926558339072,17
gilang__gg,17
seratmentari,23
453931027,1
everychanyoung,25
1473326520311562240,528
zeyluvvr,528
1044835416829022208,23
57546241,19
2288254405,2
panglimajuned,2
bacottetanggaid,1
1315474206071517184,1
cnniddaily,1
1395618045943369728,9
1475907618531020800,523
1393730171828457472,529
nourafayruz,529
2219652872,34
1915718212546945024,13
1420986396383137792,95
tumpvul,95
1898068076358516736,1
1115168701207080960,36
behappiestgirl_,13
mdsuq,13
iwontmove,13
1758093077716389888,50
1205381975743303680,14
1397696247826374656,530
eelfsena,530
1091648224123703296,161
ari_berboedi,161
1171419803434639360,29
immernochdu,29
pangeranwijaya5,29
1048255439979261952,50
4843958971,3
623577584,17
2basileatheoph,17
2468923218,36
smogasemestinya,36
1584113967303360512,531
muhamadgaosa,531
1606687897314557952,34
1749092485396336640,58
satriohendri,58
173045375,25
1181514390140411904,532
hastarika,532
1252143581801803776,533
harimanaz,533
nongandah,533
2352731826,62
1265485257081409536,534
sipalingrokok,534
3886880420,535
dandrasalam,535
efraimsthoughts,535
1598278866262405120,536
penaikhwan,536
berandaall,536
1246421663576510464,537
ben3attha,537
areumdaunii,84
3068834462,538
andihiyat,538
meowyeppi,19
dailylibros,19
1337801136380682240,40
1341690205812576256,539
kyapakk,539
_,539
1861038305871065088,14
thee_jonsnow_,14
blknoiz06,14
930647484,540
jooyezon,540
idkidcu,1
1450750463222050816,541
mipssion,541
1980626643166326784,50
koranjakarta_id,50
1614817378625540096,119
irwndfrry,119
829197738835329024,23
sxugarush_,358
roblox_fess,358
1477562324282064896,36
fayzul_rafi,36
1037197491882610688,1
1223834982,17
maulana90458814,48
1621147456657571840,16
1466327048633282560,165
a12un,24
1499571858550976512,542
senimengocok,542
1287909664907120640,543
eruditionista,543
adtarie,543
1576248663609069568,27
1370809791040299008,50
detik_edu,34
areumdabdab,48
2368881722,17
1319822923,17
3021592135,25
petaniselatan,25
482640378,544
nalar_logis,544
bonapasogit24,48
ebonxboy,48
pcreborn172767,48
juansibuea85,48
stresnowati1,48
_aji_satrio_,48
arkana_buana,48
bara___akbar,48
bennysitom666,48
chainsawsimple,48
jokond0,48
andrikosasih09,48
demokrasi_ruwet,48
wayangpedalaman,48
thecurut007,48
1148642394482434048,36
1592128925676687360,545
pureblood_4ever,545
1118013955077656576,221
1735316960945262592,1
1502645337101463552,62
777309945716805632,17
1289087210570960896,161
foc69,161
ecat210,161
320107429,17
luthfi_alam41,40
500744646,36
psi_id,12
1905767701189955584,1
te_nago,1
502389548,48
173160199,546
craftusjon,546
ikhsanirfansyah,546
1061868062364721152,547
hollameliyaw,547
1641129515601764352,548
azzamalghifar14,548
387748122,6
1341995860272410624,4
2661004370,105
1136912816617676800,40
kayapedagang,4
amnestyindo,28
unigalciamis,28
taselaupdate,28
infotasikmalaya,28
uniku_jaya,28
bandaacehinfo,28
tamrintomagola,28
sahabaticw,28
infokom_buruh,28
info_singaraja,28
blogdokter,28
margarito_kamis,28
1683605983350919168,549
dibungkamrezim,549
1780913315121971200,36
2415728510,550
ysfindrarahmana,550
4802146236,551
tzuyuured,551
iqbalsabedi,12
3034532780,23
1683877417650364416,25
1348612025224581120,552
lonnegood,552
1814826917557907456,17
mediaindonesia,17
1164037222766530560,553
justsaythisname,553
1964748001,36
bersinar2023,36
1017775501,27
1574665731131985920,7
krisiparuhbaya,7
1542273413469057024,173
1699353207338868736,554
yongvji,554
793048711794401280,221
1094924590621421568,555
nabilfdhlurrhmn,555
1720753166650855424,34
4171723223,50
987627221526315008,119
1729425257042472960,23
penempaan,23
304229004,1
chynthia_k,1
1549134879341785088,58
1300858216666992640,17
1121831857098641408,9
817195860,27
1553739764964425728,3
1899293254711226368,556
bakuldimsum_,556
208134317,46
chrishans1010,46
ramaarjuna97,46
168584217,23
aasutanto,23
52263467,4
1828956278892404736,1
2492724062,25
1200654724988489728,557
13ruhgirl,557
1274685738139873280,23
1226866195560714240,1
275580050,62
70669600,17
saus_bekicot,17
kanjengnabi,17
yudhakhel,17
199553261,62
ekowboy2,62
1183196314319802368,23
jokoanwar,23
1896847565095870464,558
folkyloere,558
1567792030180585472,559
arata1391702,559
txtkonoha,559
1434866659693522944,48
1248284992779825152,14
kngweb3,14
1187536412595220480,77
sudahgiladikit,77
ainurohman,77
1782587663712919552,17
1277055468,25
nuggetayammcd,25
1699093865918242816,560
brainlotca45261,560
ed__san,560
1282242888,25
noobieta_,25
1298639453653614592,17
1747843852516659200,77
kawitah79,77
1639156348611878912,14
leukocyteng1,14
1950057179089911808,27
1241449891,12
1624370552633970688,17
1685968047947780096,14
nickoqp,14
333896034,33
sarahedward96,33
dimmortha,36
1068712889165373440,50
1395249963127345152,12
1909271670063534080,25
808519649767763968,23
1445709756174245888,25
1499386896665169920,33
happyprelovv,33
1525423184538767360,3
1524527795229011968,23
de_chanie,27
1745653169701658624,1
1864781185165201408,561
cyb3rog1,561
perspective_jcx,561
1931116803213885440,1
1820023716262420480,1
1860257162964111360,25
centildikit,25
movie_naa,40
1120911893663629312,562
rctiplus,562
1555186971135574016,103
lalaayeyeyee,103
152239263,25
1420319471630110720,9
dadyabo,9
atuhakalang,9
amira_suud,9
1697498119746072576,50
pragib,50
1653012460235014144,13
798563634,65
senyum_manis0,65
semprulpakualam,27
adrbjm_4002,27
henrysubiakto,27
1553768679674105856,119
flashdllah,119
jamurtletong,25
ppyekk183642,25
san35951756,25
2148752027,9
sriharmini19,9
azissubekti,9
djalanjoeang08,9
105085302,1
138290629,563
fazio900,563
1898599726779666432,564
lapuk_nungguhyx,564
114190920,53
1748154067388633088,40
1955174209329803264,90
1427085494181978112,565
chiaveteee,565
14671068,1
749036377,23
1416023948903419904,2
oblieviatte,2
abcdeaj___,2
ponxxiacehsumut,40
1334481215915577344,566
wminnugu,566
496958087,9
sbaigin,9
saskiadina7,9
234580858,567
rakharusbahagia,567
1305778066308784128,6
widino,6
71489160,17
baygonsetobeli,17
a_abannn,3
uyeeeb_,3
1710148226,25
1506945045454155776,1
1955710040,46
epixurus8,46
2230915376,568
giapratamamd,568
1468440972850008064,83
helidunn,77
kemenperinri,77
1226523006744190976,25
laracro88456860,25
1026455497577136128,25
169111613,28
melindhae_fmna,28
gendeng12168425,28
jadonmandela,28
1540557303422021632,12
900538507285757952,569
thevelveteenguy,569
1606916636837318656,1
1749024485897043968,11
1815917241914761216,12
nicoadic,12
akungasalajah,9
peunat_,23
1717506834469384192,62
1378011884620709888,48
1492262364095283200,17
sdenta,95
77653133,11
1133812624309645312,570
jajapuem,570
257090687,36
ranie__14,36
1569683551,571
vireuz,571
1246644581686378496,105
antitesaanakaba,105
hikmetnuraan,105
rajaraja132,105
1813103545505443840,36
elrumi34,36
aditbarda,12
1540750742536933376,1
perkasahabsyah,1
741067806,3
78564973,12
1459126438947287040,572
itskyreyy,572
1435209853815853056,17
1853190362631753728,14
jeremyybtc,14
877800598191484928,573
kucengterbanggg,573
814997330466177024,1
1942990217847410688,574
coodwein,574
994941784189911040,575
stefanantonio__,575
3553789752,576
hesseeung,576
1073267950855962624,577
kabarterkini,577
126783954,1
raffiahmad,1
sbyudhoyono,1
1945973528,12
1227546111662907392,578
kuntoajiw,578
993114371692769280,19
saiful_mujani,19
190676681,25
776049184688394240,27
1346841324524191744,7
flyingfighter27,7
131021820,7
1924297145710202880,95
468917921,36
101673532,12
1162290760386879488,365
2293604340,23
435519449,40
1602826948891541504,25
2738337368,1
1960151383,65
yudi_kacoll,65
300998908,46
1077577255260311552,2
lililiyabbbai,2
1507008029556097024,23
ratnapuspi16942,36
1740385979142492160,579
yeshuabraham,579
dinasehaty,27
1303921809213931520,95
komsat12,95
1862682864535707648,12
opposisi6890,12
547439385,25
1794774957962219520,28
1106279358,33
iam_nobody_1145,25
1505253203914465280,14
dchelsfc1,14
428953184,4
jodaya_56,4
1216452576914206720,19
meplodies,19
kalkunsenang,19
1727862299661373440,580
asimetri_id,580
76686485,77
tr1ey,25
kemenpendidikan,1
1558805753808375808,9
69614181,240
48643096,581
aerorun,581
secretnesia24,25
1583219851564285952,11
1014840380645183488,17
bbestariev,17
1687605039333027840,77
zweitausen,23
1072430880394641408,360
sapatemuan,360
1289281748287668224,582
blusoera,582
frans_natadi,23
_bangfu,95
1276735440,36
1620950592897323008,27
1517199457238274048,16
1757736771469885440,583
sourvive,583
1600385387066630144,46
273977169,161
1006980811193663488,12
740847826347909120,12
34194525,1
137271139,25
1311463196343955456,584
oodemande,584
279865688,75
berlianidris,75
2591189965,585
selfolx,585
844206338297159680,48
875448128786227200,34
bettermezszv,34
fiantora90,34
baseanakfk,34
1978904684292378624,19
reivolusi,12
989865967076323328,1
1655427445460447232,24
1765900435989450752,1
901542377113899008,586
yiyap,586
1789071640636411904,2
rynabluu,2
tubirfess,2
1415596242051035136,50
mcmanamank,4
79114591,25
nenenganj4r,25
1058738008994721792,1
955323794,95
1930763911474839552,18
ryomeeow,36
3077369690,36
iam_nex,14
57200942,17
1406292280894390272,1
1367355037790302208,587
nswanlace,587
222348442,588
nasbihasan,588
1723503489685598208,23
978202895559479296,2
mfarhannurr,2
1475077111844982784,1
dnjava,1
105887308,12
785055955994030080,589
konbininene,589
1134580929903509504,17
1602583200898768896,590
pensilaajaib,590
yeusytirza,12
1672872571715612672,573
1207377185037639680,202
sibudipaksoy,202
cloeysun,23
1566784709555695616,591
chanikssi,591
1957731982328426496,8
looooaff,8
4923117515,1
ikram_adja,1
ekky1995,1
1168511548525924352,592
nextcrzyrichsby,592
1248327300124295168,593
itsmyprivlyfe,593
1515010716407037952,25
76268387,1
1534435890,17
sashitchalla,17
eko1340,17
487399795,594
wattpadmenfess_,594
1406682515297865728,28
gadahmaja999,28
2991055103,3
1936276298248409088,17
116190017,33
bforbam,33
bombongtagji,33
277499281,23
1681443966850596864,2
pakarintelek,12
1714315701064990720,401
1006840898909401088,27
1972923988948275200,595
raspbirry,595
1238268876,46
3229128164,1
181949837,596
mauvauis,596
birin_jambi,25
jjrizal,25
53832877,33
1473282424041717760,3
1527166718631477248,7
adhvns,9
1697791119411531776,14
didibradon,14
1271043508279767040,597
ochiachaa,597
1649316493484769280,340
sanghyeonlucu,340
1859524569658425344,3
3719816714,1
wooyadda,77
1631131071390830592,105
73682700,598
bundara03,598
halalcorner,598
1862679154531213312,1
992773380,36
1111370467204435968,0
2306484836,1
1044235615946997760,17
1257671682619142144,25
1576041910288158720,1
phuwinmipa,1
1489518048277299200,17
amaltheaxhy,17
851035382057639936,1
inifajarr,1
1344092498747002880,599
bitedichigo,599
1329987729061339136,12
rimacahaya661,12
1013061836239847424,50
1708017819861012480,162
1837189034466234368,19
2532491131,50
1611580811748478976,36
1881090763184107520,600
cashiedout,600
mzzag_nat,24
und_cuckoosnest,24
kuemochiku,25
cherboro,23
1372382450878275584,1
rayestu,1
1057105358076825600,62
1887192108228091904,162
1303143913847287808,601
chronicolelly,601
272846189,11
yoanangelic,77
1779912855099461632,119
